dt,x,y,position,velocity,acceleration,jerk,heading
5.000000,391.346210,298.722051,0.000000,0.000000,0.000000,0.000000,4.669129
5.000000,391.346210,298.722051,0.000000,0.000000,0.000000,0.000000,4.669129
5.000000,391.346210,298.722051,0.000000,0.000000,0.000000,0.000000,4.669129
