dt,x,y,position,velocity,acceleration,jerk,heading
5.000000,367.368663,299.759974,0.000000,0.000000,0.000000,0.000000,4.669129
5.000000,367.368663,299.759974,0.000000,0.000000,0.000000,0.000000,4.669129
5.000000,367.368663,299.759974,0.000000,0.000000,0.000000,0.000000,4.669129
