dt,x,y,position,velocity,acceleration,jerk,heading
5.000000,379.357436,299.241013,0.000000,0.000000,0.000000,0.000000,4.669129
5.000000,379.357436,299.241013,0.000000,0.000000,0.000000,0.000000,4.669129
5.000000,379.357436,299.241013,0.000000,0.000000,0.000000,0.000000,4.669129
